condition,lambda_language_alignment,seed,metric,published,recomputed,abs_diff
align010,0.1,8,mean_same_id_cross_language_distance,0.7737863230387975,0.7737863230387975,0.0
align010,0.1,8,cross_language_top1_id_accuracy,0.9096958174904943,0.9096958174904943,0.0
align010,0.1,8,cross_language_mrr,0.9487823953799128,0.9487823953799128,0.0
align010,0.1,8,cross_language_top1_id_accuracy_de_to_en,0.9125475285171103,0.9125475285171103,0.0
align010,0.1,8,cross_language_top1_id_accuracy_en_to_de,0.9068441064638784,0.9068441064638784,0.0
align010,0.1,8,cross_language_mrr_de_to_en,0.9514426302840527,0.9514426302840527,0.0
align010,0.1,8,cross_language_mrr_en_to_de,0.9461221604757726,0.9461221604757726,0.0
align010,0.1,8,mean_cross_language_parent_child_distance,6.256396160879117,6.256396160879117,0.0
align010,0.1,8,mean_parent_child_distance,6.252428781090444,6.252428781090444,0.0
align010,0.1,8,mean_sibling_distance,1.8642626787289913,1.8642626787289913,0.0
align010,0.1,8,mean_unrelated_distance,5.929097157637429,5.929097157637429,0.0
align010,0.1,9,mean_same_id_cross_language_distance,0.7868534105585555,0.7868534105585555,0.0
align010,0.1,9,cross_language_top1_id_accuracy,0.9039923954372624,0.9039923954372624,0.0
align010,0.1,9,cross_language_mrr,0.9456790885498114,0.9456790885498114,0.0
align010,0.1,9,cross_language_top1_id_accuracy_de_to_en,0.9049429657794676,0.9049429657794676,0.0
align010,0.1,9,cross_language_top1_id_accuracy_en_to_de,0.903041825095057,0.903041825095057,0.0
align010,0.1,9,cross_language_mrr_de_to_en,0.9464904339429052,0.9464904339429052,0.0
align010,0.1,9,cross_language_mrr_en_to_de,0.9448677431567164,0.9448677431567164,0.0
align010,0.1,9,mean_cross_language_parent_child_distance,5.913101615933325,5.913101615933325,0.0
align010,0.1,9,mean_parent_child_distance,5.910826320593068,5.910826320593068,0.0
align010,0.1,9,mean_sibling_distance,1.8789892540478603,1.8789892540478603,0.0
align010,0.1,9,mean_unrelated_distance,5.716871612255564,5.716871612255564,0.0
align030,0.3,0,mean_same_id_cross_language_distance,0.9371671404108801,0.9371671404108801,0.0
align030,0.3,0,cross_language_top1_id_accuracy,0.8688212927756654,0.8688212927756654,0.0
align030,0.3,0,cross_language_mrr,0.9103491530567996,0.9103491530567996,0.0
align030,0.3,0,cross_language_top1_id_accuracy_de_to_en,0.876425855513308,0.876425855513308,0.0
align030,0.3,0,cross_language_top1_id_accuracy_en_to_de,0.8612167300380228,0.8612167300380228,0.0
align030,0.3,0,cross_language_mrr_de_to_en,0.9153637413476807,0.9153637413476807,0.0
align030,0.3,0,cross_language_mrr_en_to_de,0.9053345647659169,0.9053345647659169,0.0
align030,0.3,0,mean_cross_language_parent_child_distance,5.720900035777303,5.720900035777303,0.0
align030,0.3,0,mean_parent_child_distance,5.717820610384491,5.717820610384491,0.0
align030,0.3,0,mean_sibling_distance,2.068568953962037,2.068568953962037,0.0
align030,0.3,0,mean_unrelated_distance,5.551505055660984,5.551505055660984,0.0
align030,0.3,1,mean_same_id_cross_language_distance,0.9526245559463029,0.9526245559463029,0.0
align030,0.3,1,cross_language_top1_id_accuracy,0.8697718631178707,0.8697718631178707,0.0
align030,0.3,1,cross_language_mrr,0.9097611808689265,0.9097611808689265,0.0
align030,0.3,1,cross_language_top1_id_accuracy_de_to_en,0.8631178707224335,0.8631178707224335,0.0
align030,0.3,1,cross_language_top1_id_accuracy_en_to_de,0.876425855513308,0.876425855513308,0.0
align030,0.3,1,cross_language_mrr_de_to_en,0.9071488926787683,0.9071488926787683,0.0
align030,0.3,1,cross_language_mrr_en_to_de,0.912373469059083,0.912373469059083,0.0
align030,0.3,1,mean_cross_language_parent_child_distance,5.874162231222053,5.874162231222053,0.0
align030,0.3,1,mean_parent_child_distance,5.8676999365203875,5.8676999365203875,0.0
align030,0.3,1,mean_sibling_distance,2.0355906127206174,2.0355906127206174,0.0
align030,0.3,1,mean_unrelated_distance,5.73587422730125,5.73587422730125,0.0
align030,0.3,2,mean_same_id_cross_language_distance,0.9471737777268932,0.9471737777268932,0.0
align030,0.3,2,cross_language_top1_id_accuracy,0.873574144486692,0.873574144486692,0.0
align030,0.3,2,cross_language_mrr,0.9175075720402035,0.9175075720402035,0.0
align030,0.3,2,cross_language_top1_id_accuracy_de_to_en,0.8783269961977186,0.8783269961977186,0.0
align030,0.3,2,cross_language_top1_id_accuracy_en_to_de,0.8688212927756654,0.8688212927756654,0.0
align030,0.3,2,cross_language_mrr_de_to_en,0.9194858926671241,0.9194858926671241,0.0
align030,0.3,2,cross_language_mrr_en_to_de,0.9155292514132817,0.9155292514132817,0.0
align030,0.3,2,mean_cross_language_parent_child_distance,5.996254418856377,5.996254418856377,0.0
align030,0.3,2,mean_parent_child_distance,5.993034141371475,5.993034141371475,0.0
align030,0.3,2,mean_sibling_distance,2.0464544335614034,2.0464544335614034,0.0
align030,0.3,2,mean_unrelated_distance,5.629669083048635,5.629669083048635,0.0
align030,0.3,3,mean_same_id_cross_language_distance,0.9974213443951462,0.9974213443951462,0.0
align030,0.3,3,cross_language_top1_id_accuracy,0.8593155893536122,0.8593155893536122,0.0
align030,0.3,3,cross_language_mrr,0.9078273783452359,0.9078273783452359,0.0
align030,0.3,3,cross_language_top1_id_accuracy_de_to_en,0.8631178707224335,0.8631178707224335,0.0
align030,0.3,3,cross_language_top1_id_accuracy_en_to_de,0.8555133079847909,0.8555133079847909,0.0
align030,0.3,3,cross_language_mrr_de_to_en,0.9106762156021877,0.9106762156021877,0.0
align030,0.3,3,cross_language_mrr_en_to_de,0.9049785410882829,0.9049785410882829,0.0
align030,0.3,3,mean_cross_language_parent_child_distance,5.999379984216194,5.999379984216194,0.0
align030,0.3,3,mean_parent_child_distance,5.994269133992278,5.994269133992278,0.0
align030,0.3,3,mean_sibling_distance,2.0582442573912734,2.0582442573912734,0.0
align030,0.3,3,mean_unrelated_distance,5.681899599022739,5.681899599022739,0.0
align030,0.3,4,mean_same_id_cross_language_distance,0.9372769062736642,0.9372769062736642,0.0
align030,0.3,4,cross_language_top1_id_accuracy,0.8754752851711026,0.8754752851711026,0.0
align030,0.3,4,cross_language_mrr,0.9171362834467093,0.9171362834467093,0.0
align030,0.3,4,cross_language_top1_id_accuracy_de_to_en,0.8745247148288974,0.8745247148288974,0.0
align030,0.3,4,cross_language_top1_id_accuracy_en_to_de,0.876425855513308,0.876425855513308,0.0
align030,0.3,4,cross_language_mrr_de_to_en,0.9162126159283563,0.9162126159283563,0.0
align030,0.3,4,cross_language_mrr_en_to_de,0.9180599509650614,0.9180599509650614,0.0
align030,0.3,4,mean_cross_language_parent_child_distance,6.038098325159738,6.038098325159738,0.0
align030,0.3,4,mean_parent_child_distance,6.035404125849406,6.035404125849406,0.0
align030,0.3,4,mean_sibling_distance,2.102483600894094,2.102483600894094,0.0
align030,0.3,4,mean_unrelated_distance,5.6658463402166115,5.6658463402166115,0.0
align030,0.3,5,mean_same_id_cross_language_distance,0.9019771477512081,0.9019771477512081,0.0
align030,0.3,5,cross_language_top1_id_accuracy,0.8859315589353612,0.8859315589353612,0.0
align030,0.3,5,cross_language_mrr,0.9234413737977696,0.9234413737977696,0.0
align030,0.3,5,cross_language_top1_id_accuracy_de_to_en,0.8802281368821293,0.8802281368821293,0.0
align030,0.3,5,cross_language_top1_id_accuracy_en_to_de,0.8916349809885932,0.8916349809885932,0.0
align030,0.3,5,cross_language_mrr_de_to_en,0.9209565628394829,0.9209565628394829,0.0
align030,0.3,5,cross_language_mrr_en_to_de,0.9259261847560557,0.9259261847560557,0.0
align030,0.3,5,mean_cross_language_parent_child_distance,6.00534113684601,6.00534113684601,0.0
align030,0.3,5,mean_parent_child_distance,5.999330887904746,5.999330887904746,0.0
align030,0.3,5,mean_sibling_distance,2.006537224629741,2.006537224629741,0.0
align030,0.3,5,mean_unrelated_distance,5.590313478114487,5.590313478114487,0.0
align030,0.3,6,mean_same_id_cross_language_distance,0.8820980005957781,0.8820980005957781,0.0
align030,0.3,6,cross_language_top1_id_accuracy,0.8906844106463878,0.8906844106463878,0.0
align030,0.3,6,cross_language_mrr,0.9296668733369503,0.9296668733369503,0.0
align030,0.3,6,cross_language_top1_id_accuracy_de_to_en,0.8859315589353612,0.8859315589353612,0.0
align030,0.3,6,cross_language_top1_id_accuracy_en_to_de,0.8954372623574145,0.8954372623574145,0.0
align030,0.3,6,cross_language_mrr_de_to_en,0.9247465657939434,0.9247465657939434,0.0
align030,0.3,6,cross_language_mrr_en_to_de,0.9345871808799565,0.9345871808799565,0.0
align030,0.3,6,mean_cross_language_parent_child_distance,5.785153878217487,5.785153878217487,0.0
align030,0.3,6,mean_parent_child_distance,5.780520030069443,5.780520030069443,0.0
align030,0.3,6,mean_sibling_distance,2.0121493598857483,2.0121493598857483,0.0
align030,0.3,6,mean_unrelated_distance,5.629269932386086,5.629269932386086,0.0
align030,0.3,7,mean_same_id_cross_language_distance,0.9491435528481414,0.9491435528481414,0.0
align030,0.3,7,cross_language_top1_id_accuracy,0.8783269961977186,0.8783269961977186,0.0
align030,0.3,7,cross_language_mrr,0.9160448093251915,0.9160448093251915,0.0
align030,0.3,7,cross_language_top1_id_accuracy_de_to_en,0.876425855513308,0.876425855513308,0.0
align030,0.3,7,cross_language_top1_id_accuracy_en_to_de,0.8802281368821293,0.8802281368821293,0.0
align030,0.3,7,cross_language_mrr_de_to_en,0.9145341141260794,0.9145341141260794,0.0
align030,0.3,7,cross_language_mrr_en_to_de,0.9175555045243035,0.9175555045243035,0.0
align030,0.3,7,mean_cross_language_parent_child_distance,5.852286336164713,5.852286336164713,0.0
align030,0.3,7,mean_parent_child_distance,5.848090130584548,5.848090130584548,0.0
align030,0.3,7,mean_sibling_distance,2.0569720237931133,2.0569720237931133,0.0
align030,0.3,7,mean_unrelated_distance,5.540197986500345,5.540197986500345,0.0
align030,0.3,8,mean_same_id_cross_language_distance,0.9993066173542589,0.9993066173542589,0.0
align030,0.3,8,cross_language_top1_id_accuracy,0.8564638783269962,0.8564638783269962,0.0
align030,0.3,8,cross_language_mrr,0.9042295084405643,0.9042295084405643,0.0
align030,0.3,8,cross_language_top1_id_accuracy_de_to_en,0.8498098859315589,0.8498098859315589,0.0
align030,0.3,8,cross_language_top1_id_accuracy_en_to_de,0.8631178707224335,0.8631178707224335,0.0
align030,0.3,8,cross_language_mrr_de_to_en,0.8990199674866012,0.8990199674866012,0.0
align030,0.3,8,cross_language_mrr_en_to_de,0.909439049394527,0.909439049394527,0.0
align030,0.3,8,mean_cross_language_parent_child_distance,6.011221158711208,6.011221158711208,0.0
align030,0.3,8,mean_parent_child_distance,6.002047089942388,6.002047089942388,0.0
align030,0.3,8,mean_sibling_distance,2.072468101268723,2.072468101268723,0.0
align030,0.3,8,mean_unrelated_distance,5.7530474377222385,5.7530474377222385,0.0
align030,0.3,9,mean_same_id_cross_language_distance,0.9978468966574723,0.9978468966574723,0.0
align030,0.3,9,cross_language_top1_id_accuracy,0.8612167300380228,0.8612167300380228,0.0
align030,0.3,9,cross_language_mrr,0.9067033896058375,0.9067033896058375,0.0
align030,0.3,9,cross_language_top1_id_accuracy_de_to_en,0.8593155893536122,0.8593155893536122,0.0
align030,0.3,9,cross_language_top1_id_accuracy_en_to_de,0.8631178707224335,0.8631178707224335,0.0
align030,0.3,9,cross_language_mrr_de_to_en,0.9057228819443504,0.9057228819443504,0.0
align030,0.3,9,cross_language_mrr_en_to_de,0.9076838972673249,0.9076838972673249,0.0
align030,0.3,9,mean_cross_language_parent_child_distance,5.687791220714591,5.687791220714591,0.0
align030,0.3,9,mean_parent_child_distance,5.681702646905976,5.681702646905976,0.0
align030,0.3,9,mean_sibling_distance,2.1007127473493674,2.1007127473493674,0.0
align030,0.3,9,mean_unrelated_distance,5.5248961788619875,5.5248961788619875,0.0
align100,1.0,0,mean_same_id_cross_language_distance,1.142304027148526,1.142304027148526,0.0
align100,1.0,0,cross_language_top1_id_accuracy,0.80893536121673,0.80893536121673,0.0
align100,1.0,0,cross_language_mrr,0.8680514369253454,0.8680514369253454,0.0
align100,1.0,0,cross_language_top1_id_accuracy_de_to_en,0.7946768060836502,0.7946768060836502,0.0
align100,1.0,0,cross_language_top1_id_accuracy_en_to_de,0.8231939163498099,0.8231939163498099,0.0
align100,1.0,0,cross_language_mrr_de_to_en,0.8616340475273924,0.8616340475273924,0.0
align100,1.0,0,cross_language_mrr_en_to_de,0.8744688263232973,0.8744688263232973,0.0
align100,1.0,0,mean_cross_language_parent_child_distance,4.611113416666241,4.611113416666241,0.0
align100,1.0,0,mean_parent_child_distance,4.602498023209085,4.602498023209085,0.0
align100,1.0,0,mean_sibling_distance,2.3783554534762454,2.3783554534762454,0.0
align100,1.0,0,mean_unrelated_distance,4.55170936451892,4.55170936451892,0.0
align100,1.0,1,mean_same_id_cross_language_distance,1.2270049658451696,1.2270049658451696,0.0
align100,1.0,1,cross_language_top1_id_accuracy,0.7975285171102662,0.7975285171102662,0.0
align100,1.0,1,cross_language_mrr,0.8575784572109695,0.8575784572109695,0.0
align100,1.0,1,cross_language_top1_id_accuracy_de_to_en,0.8041825095057035,0.8041825095057035,0.0
align100,1.0,1,cross_language_top1_id_accuracy_en_to_de,0.7908745247148289,0.7908745247148289,0.0
align100,1.0,1,cross_language_mrr_de_to_en,0.8632438530551517,0.8632438530551517,0.0
align100,1.0,1,cross_language_mrr_en_to_de,0.8519130613667875,0.8519130613667875,0.0
align100,1.0,1,mean_cross_language_parent_child_distance,4.93455208082879,4.93455208082879,0.0
align100,1.0,1,mean_parent_child_distance,4.927518579656678,4.927518579656678,0.0
align100,1.0,1,mean_sibling_distance,2.4473997897657997,2.4473997897657997,0.0
align100,1.0,1,mean_unrelated_distance,4.912253773484394,4.912253773484394,0.0
align100,1.0,2,mean_same_id_cross_language_distance,1.1919405228058195,1.1919405228058195,0.0
align100,1.0,2,cross_language_top1_id_accuracy,0.7984790874524715,0.7984790874524715,0.0
align100,1.0,2,cross_language_mrr,0.8627038354885411,0.8627038354885411,0.0
align100,1.0,2,cross_language_top1_id_accuracy_de_to_en,0.7984790874524715,0.7984790874524715,0.0
align100,1.0,2,cross_language_top1_id_accuracy_en_to_de,0.7984790874524715,0.7984790874524715,0.0
align100,1.0,2,cross_language_mrr_de_to_en,0.8640354792427383,0.8640354792427383,0.0
align100,1.0,2,cross_language_mrr_en_to_de,0.8613721917343438,0.8613721917343438,0.0
align100,1.0,2,mean_cross_language_parent_child_distance,4.960445772361204,4.960445772361204,0.0
align100,1.0,2,mean_parent_child_distance,4.955344692360689,4.955344692360689,0.0
align100,1.0,2,mean_sibling_distance,2.4473164697617165,2.4473164697617165,0.0
align100,1.0,2,mean_unrelated_distance,4.843692585032702,4.843692585032702,0.0
align100,1.0,3,mean_same_id_cross_language_distance,1.1942260271016183,1.1942260271016183,0.0
align100,1.0,3,cross_language_top1_id_accuracy,0.8022813688212928,0.8022813688212928,0.0
align100,1.0,3,cross_language_mrr,0.862813013259133,0.862813013259133,0.0
align100,1.0,3,cross_language_top1_id_accuracy_de_to_en,0.811787072243346,0.811787072243346,0.0
align100,1.0,3,cross_language_top1_id_accuracy_en_to_de,0.7927756653992395,0.7927756653992395,0.0
align100,1.0,3,cross_language_mrr_de_to_en,0.8672375127736992,0.8672375127736992,0.0
align100,1.0,3,cross_language_mrr_en_to_de,0.8583885137445638,0.8583885137445638,0.0
align100,1.0,3,mean_cross_language_parent_child_distance,5.034539180798797,5.034539180798797,0.0
align100,1.0,3,mean_parent_child_distance,5.0361989694064295,5.0361989694064295,0.0
align100,1.0,3,mean_sibling_distance,2.4189496561562343,2.4189496561562343,0.0
align100,1.0,3,mean_unrelated_distance,4.814622022919782,4.814622022919782,0.0
align100,1.0,4,mean_same_id_cross_language_distance,1.2186765387767622,1.2186765387767622,0.0
align100,1.0,4,cross_language_top1_id_accuracy,0.7842205323193916,0.7842205323193916,0.0
align100,1.0,4,cross_language_mrr,0.8512844423842991,0.8512844423842991,0.0
align100,1.0,4,cross_language_top1_id_accuracy_de_to_en,0.785171102661597,0.785171102661597,0.0
align100,1.0,4,cross_language_top1_id_accuracy_en_to_de,0.7832699619771863,0.7832699619771863,0.0
align100,1.0,4,cross_language_mrr_de_to_en,0.8522965092202957,0.8522965092202957,0.0
align100,1.0,4,cross_language_mrr_en_to_de,0.8502723755483016,0.8502723755483016,0.0
align100,1.0,4,mean_cross_language_parent_child_distance,5.145224958600796,5.145224958600796,0.0
align100,1.0,4,mean_parent_child_distance,5.139270345025439,5.139270345025439,0.0
align100,1.0,4,mean_sibling_distance,2.420861784255866,2.420861784255866,0.0
align100,1.0,4,mean_unrelated_distance,4.926937930597552,4.926937930597552,0.0
align100,1.0,5,mean_same_id_cross_language_distance,1.1787355560880197,1.1787355560880197,0.0
align100,1.0,5,cross_language_top1_id_accuracy,0.8108365019011406,0.8108365019011406,0.0
align100,1.0,5,cross_language_mrr,0.8698628852121963,0.8698628852121963,0.0
align100,1.0,5,cross_language_top1_id_accuracy_de_to_en,0.811787072243346,0.811787072243346,0.0
align100,1.0,5,cross_language_top1_id_accuracy_en_to_de,0.8098859315589354,0.8098859315589354,0.0
align100,1.0,5,cross_language_mrr_de_to_en,0.8685233493272512,0.8685233493272512,0.0
align100,1.0,5,cross_language_mrr_en_to_de,0.8712024210971402,0.8712024210971402,0.0
align100,1.0,5,mean_cross_language_parent_child_distance,5.141367401575996,5.141367401575996,0.0
align100,1.0,5,mean_parent_child_distance,5.135537207126617,5.135537207126617,0.0
align100,1.0,5,mean_sibling_distance,2.374981803553445,2.374981803553445,0.0
align100,1.0,5,mean_unrelated_distance,4.942351483120211,4.942351483120211,0.0
align100,1.0,6,mean_same_id_cross_language_distance,1.1514206281066395,1.1514206281066395,0.0
align100,1.0,6,cross_language_top1_id_accuracy,0.8222433460076045,0.8222433460076045,0.0
align100,1.0,6,cross_language_mrr,0.8770277356166759,0.8770277356166759,0.0
align100,1.0,6,cross_language_top1_id_accuracy_de_to_en,0.8231939163498099,0.8231939163498099,0.0
align100,1.0,6,cross_language_top1_id_accuracy_en_to_de,0.8212927756653993,0.8212927756653993,0.0
align100,1.0,6,cross_language_mrr_de_to_en,0.8770875532867726,0.8770875532867726,0.0
align100,1.0,6,cross_language_mrr_en_to_de,0.8769679179465787,0.8769679179465787,0.0
align100,1.0,6,mean_cross_language_parent_child_distance,4.908021697534072,4.908021697534072,0.0
align100,1.0,6,mean_parent_child_distance,4.899972724776736,4.899972724776736,0.0
align100,1.0,6,mean_sibling_distance,2.366988079630451,2.366988079630451,0.0
align100,1.0,6,mean_unrelated_distance,4.892730162680829,4.892730162680829,0.0
align100,1.0,7,mean_same_id_cross_language_distance,1.2211888327684692,1.2211888327684692,0.0
align100,1.0,7,cross_language_top1_id_accuracy,0.776615969581749,0.776615969581749,0.0
align100,1.0,7,cross_language_mrr,0.8432462130572447,0.8432462130572447,0.0
align100,1.0,7,cross_language_top1_id_accuracy_de_to_en,0.7813688212927756,0.7813688212927756,0.0
align100,1.0,7,cross_language_top1_id_accuracy_en_to_de,0.7718631178707225,0.7718631178707225,0.0
align100,1.0,7,cross_language_mrr_de_to_en,0.845208209938038,0.845208209938038,0.0
align100,1.0,7,cross_language_mrr_en_to_de,0.8412842161764504,0.8412842161764504,0.0
align100,1.0,7,mean_cross_language_parent_child_distance,4.777087780896409,4.777087780896409,0.0
align100,1.0,7,mean_parent_child_distance,4.76088301030657,4.76088301030657,0.0
align100,1.0,7,mean_sibling_distance,2.3997550474487856,2.3997550474487856,0.0
align100,1.0,7,mean_unrelated_distance,4.760653260089598,4.760653260089598,0.0
align100,1.0,8,mean_same_id_cross_language_distance,1.2750466198522328,1.2750466198522328,0.0
align100,1.0,8,cross_language_top1_id_accuracy,0.7585551330798479,0.7585551330798479,0.0
align100,1.0,8,cross_language_mrr,0.8345798386497194,0.8345798386497194,0.0
align100,1.0,8,cross_language_top1_id_accuracy_de_to_en,0.7699619771863118,0.7699619771863118,0.0
align100,1.0,8,cross_language_top1_id_accuracy_en_to_de,0.747148288973384,0.747148288973384,0.0
align100,1.0,8,cross_language_mrr_de_to_en,0.8387527511571461,0.8387527511571461,0.0
align100,1.0,8,cross_language_mrr_en_to_de,0.8304069261422914,0.8304069261422914,0.0
align100,1.0,8,mean_cross_language_parent_child_distance,5.10932417928828,5.10932417928828,0.0
align100,1.0,8,mean_parent_child_distance,5.104132052905757,5.104132052905757,0.0
align100,1.0,8,mean_sibling_distance,2.482536669610899,2.482536669610899,0.0
align100,1.0,8,mean_unrelated_distance,4.933103543610628,4.933103543610628,0.0
align100,1.0,9,mean_same_id_cross_language_distance,1.1694951129673552,1.1694951129673552,0.0
align100,1.0,9,cross_language_top1_id_accuracy,0.7832699619771863,0.7832699619771863,0.0
align100,1.0,9,cross_language_mrr,0.8494397049040767,0.8494397049040767,0.0
align100,1.0,9,cross_language_top1_id_accuracy_de_to_en,0.779467680608365,0.779467680608365,0.0
align100,1.0,9,cross_language_top1_id_accuracy_en_to_de,0.7870722433460076,0.7870722433460076,0.0
align100,1.0,9,cross_language_mrr_de_to_en,0.8492553135212974,0.8492553135212974,0.0
align100,1.0,9,cross_language_mrr_en_to_de,0.8496240962868546,0.8496240962868546,0.0
align100,1.0,9,mean_cross_language_parent_child_distance,4.581655943439645,4.581655943439645,0.0
align100,1.0,9,mean_parent_child_distance,4.574405269298939,4.574405269298939,0.0
align100,1.0,9,mean_sibling_distance,2.3516741307911935,2.3516741307911935,0.0
align100,1.0,9,mean_unrelated_distance,4.499830128802093,4.499830128802093,0.0
