condition,lambda_language_alignment,seed,language,task_type,decoding_rule,n,target_mean,target_median,prediction_mean,mae,rmse,mse,mean_baseline_mae,mean_baseline_rmse,median_baseline_mae,median_baseline_rmse
align100,1.0,0,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8592528823564828,0.6150303601496233,0.9821885541942909,0.9646943559902713,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,1,all,regression,none_in_implementation,1052.0,0.9866920152091255,0.0,0.9380616644652341,0.6276894139069285,0.9581502238607263,0.9180518514843601,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,1,de,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9500901598780781,0.6109511339080878,0.9293886243538424,0.8637632150783275,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,1,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9260331690523901,0.6444276939057692,0.986073266999158,0.9723404878903927,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,2,all,regression,none_in_implementation,1052.0,0.9866920152091255,0.0,0.9653383103932321,0.5619852503959953,0.8396679623682125,0.705042287027586,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,2,de,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.94968809703712,0.5639899574829258,0.8373146224559784,0.7010957769785977,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,2,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9809885237493442,0.5599805433090649,0.8420147249760982,0.7089887970765744,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,3,all,regression,none_in_implementation,1052.0,0.9866920152091255,0.0,1.018357050339532,0.631917182611082,0.9137937717000939,0.8350190571978834,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,3,de,regression,none_in_implementation,526.0,0.9866920152091255,0.0,1.017426788679434,0.6296105337658536,0.9164025689637217,0.8397936684033088,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,3,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,1.0192873119996302,0.6342238314563104,0.9111775052054666,0.8302444459924581,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,4,all,regression,none_in_implementation,1052.0,0.9866920152091255,0.0,0.8144901056168424,0.6718695927552963,1.0555938634331392,1.114278404517701,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,4,de,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8216698557322583,0.6717092047441935,1.049804925582459,1.1020903817771925,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,4,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8073103555014265,0.6720299807663993,1.0613512270960115,1.1264664272582094,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,5,all,regression,none_in_implementation,1052.0,0.9866920152091255,0.0,0.9788009595504816,0.5869430594673883,0.8599503903990979,0.7395146739475609,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,5,de,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9749162230275912,0.5887259208321033,0.8597743638791886,0.7392119567838633,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,5,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9826856960733722,0.5851601981026733,0.8601263808948417,0.7398173911112584,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,6,all,regression,none_in_implementation,1052.0,0.9866920152091255,0.0,0.8871187180176221,0.6099182067274297,0.9155334295608708,0.83820146064349,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,6,de,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8788783327683438,0.6083883877592197,0.9152877918563457,0.8377517419212651,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,6,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8953591032669005,0.6114480256956396,0.9157790013784521,0.838651179365715,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,7,all,regression,none_in_implementation,1052.0,0.9866920152091255,0.0,0.8540233649568413,0.6879428060930718,1.0329010880997176,1.0668846577975803,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,7,de,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8687088056945529,0.6839345542310309,1.028676081548048,1.0581744807490463,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,7,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8393379242191297,0.6919510579551128,1.0371088828305899,1.0755948348461144,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,8,all,regression,none_in_implementation,1052.0,0.9866920152091255,0.0,0.8738580920375856,0.633033422027279,0.9486727766921047,0.8999800372367079,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,8,de,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9033607920709672,0.6312193421384907,0.9377580030483406,0.8793900722812115,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,8,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8443553920042038,0.6348475019160672,0.9594633928359144,0.9205700021922043,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,9,all,regression,none_in_implementation,1052.0,0.9866920152091255,0.0,0.9454765152274685,0.6621528111500914,0.9600031899683541,0.9216061247494157,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,9,de,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9581836617158677,0.6602643339969076,0.9566953153402626,0.9152659263940046,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align100,1.0,9,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9327693687390692,0.664041288303275,0.9632997057535244,0.9279463231048267,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,0,all,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9288179544030827,0.44473541134918826,0.6516017276173277,0.42458481143388616,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,0,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9288179544030827,0.44473541134918826,0.6516017276173277,0.42458481143388616,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,1,all,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9232705164799899,0.527945194053446,0.7536619089709637,0.5680062730337573,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,1,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9232705164799899,0.527945194053446,0.7536619089709637,0.5680062730337573,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,2,all,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.877443046100126,0.5193680178784825,0.771781050904901,0.5956459905358734,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,2,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.877443046100126,0.5193680178784825,0.771781050904901,0.5956459905358734,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,3,all,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9378577976668175,0.5277750515113425,0.7626903490804168,0.5816965685804081,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,3,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9378577976668175,0.5277750515113425,0.7626903490804168,0.5816965685804081,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,4,all,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8858996154315515,0.49953112309664033,0.7272677961299955,0.5289184472877807,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,4,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8858996154315515,0.49953112309664033,0.7272677961299955,0.5289184472877807,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,5,all,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8631234314335163,0.5590649597885038,0.8257043996866338,0.6817877556618642,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,5,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8631234314335163,0.5590649597885038,0.8257043996866338,0.6817877556618642,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,6,all,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9284089237819833,0.5118907540753314,0.7785611078195868,0.6061573986092622,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,6,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9284089237819833,0.5118907540753314,0.7785611078195868,0.6061573986092622,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,7,all,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.850474743328337,0.5499982664524489,0.8005842739761951,0.6409351797379914,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,7,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.850474743328337,0.5499982664524489,0.8005842739761951,0.6409351797379914,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,8,all,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8643714554161683,0.5363217121514248,0.777767980083804,0.6049230308436405,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,8,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8643714554161683,0.5363217121514248,0.777767980083804,0.6049230308436405,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,9,all,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8923407146749671,0.5041779965948413,0.7518330529929556,0.5652529395727084,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
monolingual_split_24_8_reg005,,9,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8923407146749671,0.5041779965948413,0.7518330529929556,0.5652529395727084,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
