condition,lambda_language_alignment,seed,language,task_type,decoding_rule,n,target_mean,target_median,prediction_mean,mae,rmse,mse,mean_baseline_mae,mean_baseline_rmse,median_baseline_mae,median_baseline_rmse
align010,0.1,4,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8598565717259627,0.48855989397337,0.7245941216039379,0.5250366410629823,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align010,0.1,5,all,regression,none_in_implementation,1052.0,0.9866920152091255,0.0,0.9438592383262663,0.511393938971393,0.7236915537353898,0.5237294649479426,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align010,0.1,5,de,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9528239646168716,0.5134062560225621,0.725780848482032,0.5267578400232982,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align010,0.1,5,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9348945120356609,0.509381621920224,0.7215962097132903,0.5207010898725869,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align010,0.1,6,all,regression,none_in_implementation,1052.0,0.9866920152091255,0.0,0.9331948331596167,0.5048960418769729,0.7400198697699442,0.5476294076543251,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align010,0.1,6,de,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.907973643548135,0.4857513036139791,0.7197014001957776,0.5179701054437628,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align010,0.1,6,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9584160227710983,0.5240407801399666,0.7597951762579752,0.5772887098648876,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align010,0.1,7,all,regression,none_in_implementation,1052.0,0.9866920152091255,0.0,0.8452523639496459,0.5225017094035622,0.7727130345320505,0.5970854337357299,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align010,0.1,7,de,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8326863964006814,0.5194496776512028,0.7751798709088961,0.6009038322623328,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align010,0.1,7,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8578183314986102,0.5255537411559217,0.770238297677496,0.5932670352091268,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align010,0.1,8,all,regression,none_in_implementation,1052.0,0.9866920152091255,0.0,0.9230250513567075,0.5290033609655902,0.7805023403393724,0.6091839032752374,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align010,0.1,8,de,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.9571988107707394,0.5163972099265615,0.7593467097067457,0.5766074255424607,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
align010,0.1,8,en,regression,none_in_implementation,526.0,0.9866920152091255,0.0,0.8888512919426758,0.5416095120046188,0.8010994825912785,0.6417603810080141,1.3431016784975929,2.022171236495096,0.9866920152091255,2.250052808843728
